content,stopwords_removal,score,category
bagus jugawondr enak dipandang mata dan easy to usejadi lebih mudah dan cepat untuk transaksi,"['bagus', 'jugawondr', 'enak', 'dipandang', 'mata', 'easy', 'to', 'usejadi', 'mudah', 'cepat', 'transaksi']",5,positive
transaksi lebih mudah efesin waktu kapan pun dimana tempat,"['transaksi', 'mudah', 'efesin', 'dimana']",5,positive
kadang susah akses nya,"['kadang', 'susah', 'akses']",3,neutral
memudahkan dlm bertransaksi,"['memudahkan', 'dlm', 'bertransaksi']",5,positive
aplikasi mbanking apa ini wee masa baru selesai buat terus mau login lagi ada keterangan sesi telah berakhir dan mengulang di bagian syarat dan ketentuan lagi setelah klik saya setuju balik lagi sesi telah berakhir gitu mulu gimana saya mau login tolonglah kalau aplikasi belum siap jangan di publish dulu sekelas bank bumn aplikasinya macam begini nyesel saya instal wondr,"['aplikasi', 'mbanking', 'wee', 'selesai', 'login', 'keterangan', 'sesi', 'mengulang', 'syarat', 'ketentuan', 'klik', 'setuju', 'sesi', 'gitu', 'mulu', 'gimana', 'login', 'tolonglah', 'aplikasi', 'publish', 'sekelas', 'bank', 'bumn', 'aplikasinya', 'nyesel', 'instal', 'wondr']",1,negative
ini kenapa yaa bni punya saya tiba ada penarikan padahal saya tidak melakukan transaksi tersebut dan tidak ada yg tau kata sandi bank saya mana transaksi nya tengah malem lagi pas saya lagi tidur,"['yaa', 'bni', 'penarikan', 'transaksi', 'tau', 'sandi', 'bank', 'transaksi', 'malem', 'tidur']",1,negative
makin di update makin ga jelas ni wonder mau transfer aja ga bisa jelas jelas saldo ada sering gangguan lagi di perbaiki lah jangan cuma di baca aja komentar nya makin di update bukan makin baik malah buruk,"['update', 'wonder', 'transfer', 'saldo', 'gangguan', 'perbaiki', 'baca', 'komentar', 'update', 'buruk']",1,negative
mantab aplikasi simpel dan cepat bisa tahu posisi keuangan kita qris by wondr juga cepat,"['mantab', 'aplikasi', 'simpel', 'cepat', 'posisi', 'keuangan', 'qris', 'by', 'wondr', 'cepat']",5,positive
apakah bisa di pakai untuk transaksi di luar negri,"['pakai', 'transaksi', 'negri']",3,neutral
informasinya kurang lengkaptidak ada keterangancontoh ketika gaji masuk tidak ada keterangan gaji ke berapa kalau yang lama masih ada,"['informasinya', 'lengkaptidak', 'keterangancontoh', 'gaji', 'masuk', 'keterangan', 'gaji']",3,neutral
masih belum lengkap fiturnya semoga ketika di kembangkan lagi fitur yang ada di bni mobile lama seperti tarik tunai juga ada di wondr nanti ketika sudah ada saya ganti bintangnya,"['lengkap', 'fiturnya', 'semoga', 'kembangkan', 'fitur', 'bni', 'mobile', 'tarik', 'tunai', 'wondr', 'ganti', 'bintangnya']",3,neutral
sangat diperlukan untuk transfer cepattapi hari pas mau dikirim ke bank penerima luar negeri malah maksimal hari harus bisa jadi alternatif cepat guna dan dapat menyelesaikan masalahbukan malah nambah masalah harusnya lebih keren tampilannya tambah keren cara kerjanya tolonglah please wondr udah dua hari ni,"['transfer', 'cepattapi', 'dikirim', 'bank', 'penerima', 'negeri', 'maksimal', 'alternatif', 'cepat', 'menyelesaikan', 'masalahbukan', 'nambah', 'keren', 'tampilannya', 'keren', 'kerjanya', 'tolonglah', 'please', 'wondr', 'udah']",2,negative
alhamdulillah semakin mudah tarik dan transfer serta aman,"['alhamdulillah', 'mudah', 'tarik', 'transfer', 'aman']",5,positive
masih serin error payah,"['serin', 'error', 'payah']",3,neutral
min kenapa saya gak bisa jadikan kartu kredit sbg sumber dana ya dari bbrpa informasi yg saya dpt di google n youtube kartu kredit kita otomatis terdaftar di wondr karna nik tp kok saya ga ada ya cm ada rekening debit mau daftarin manual ga ada fitur my credit card sperti di bni mbanking mohon bantuan nya gmna cara menautkan credit card kita di app wondr thx,"['min', 'gak', 'jadikan', 'kartu', 'kredit', 'sbg', 'sumber', 'dana', 'bbrpa', 'informasi', 'dpt', 'google', 'youtube', 'kartu', 'kredit', 'otomatis', 'terdaftar', 'wondr', 'karna', 'nik', 'cm', 'rekening', 'debit', 'daftarin', 'manual', 'fitur', 'my', 'credit', 'card', 'sperti', 'bni', 'mbanking', 'mohon', 'bantuan', 'gmna', 'menautkan', 'credit', 'card', 'app', 'wondr', 'thx']",3,neutral
sangat memudahkan setiap transaksi,"['memudahkan', 'transaksi']",5,positive
baru pertama coba buat dan downlod aplikasi wondr by bni karena mau menabung supaya punya tabungan buat nanti aplikasinya mudah digunakan dan tidak ribetdaftar rekening cukup menit langsung jadi bener bener luar biasa wondr by bni,"['coba', 'downlod', 'aplikasi', 'wondr', 'by', 'bni', 'menabung', 'tabungan', 'aplikasinya', 'mudah', 'ribetdaftar', 'rekening', 'menit', 'langsung', 'bener', 'bener', 'wondr', 'by', 'bni']",5,positive
praktis dan sangat membantu,"['praktis', 'membantu']",5,positive
lebih mudah lebih gampangpokoknya best deh,"['mudah', 'gampangpokoknya', 'best']",4,positive
mau tranfer nih susah,"['tranfer', 'nih', 'susah']",5,positive
sangat puas mudah dan cepat,"['puas', 'mudah', 'cepat']",5,positive
saya sangat puas dengan layanannya,"['puas', 'layanannya']",5,positive
aplikasi payah sering gangguan gimana mau narik banyak nasabah kalau aplikasi sering gangguan katanya mau mempermudah malah mempersulit,"['aplikasi', 'payah', 'gangguan', 'gimana', 'narik', 'nasabah', 'aplikasi', 'gangguan', 'mempermudah', 'mempersulit']",1,negative
fitur nya kurang lengkap masih kalah jauh dari bni mobile banking,"['fitur', 'lengkap', 'kalah', 'bni', 'mobile', 'banking']",3,neutral
applikasi kebanyakan kendalamembuang waktusangat disayangkan sering terjadi kendala saat situasi genting,"['applikasi', 'kebanyakan', 'kendalamembuang', 'waktusangat', 'disayangkan', 'kendala', 'situasi', 'genting']",3,neutral
bagus dan cepat prosesnya dan apa apa menjadi gampanh,"['bagus', 'cepat', 'prosesnya', 'gampanh']",5,positive
dikit eror dikit perbaikan bukannya belajar dari aplikasi bni sebelumnya mlh sama aja,"['dikit', 'eror', 'dikit', 'perbaikan', 'belajar', 'aplikasi', 'bni', 'mlh']",3,neutral
mudah dan gampang,"['mudah', 'gampang']",5,positive
parah ko tiba tiba gk bisa masuk aplikasi nya coba perbaiki lah ini menyangkut kepercaan dan uang,"['parah', 'ko', 'masuk', 'aplikasi', 'coba', 'perbaiki', 'kepercaan', 'uang']",2,negative
perbaiki lagi sistemnya verivikasi wajah sangat sulit sekali sudah ikuti pentujuk tapi selalu saja tidak berhasil malas juga ulang verivikasi wajah dan juga kalau bisa aplikasi jangan masuk ulang lagi dftr baru apakah yg sdh trdftr tdk langsung masuk sj dgn masukan id dn pasword tolong perbaiki lagi sistemnya sulit utk masuk wonderbni,"['perbaiki', 'sistemnya', 'verivikasi', 'wajah', 'sulit', 'ikuti', 'pentujuk', 'berhasil', 'malas', 'ulang', 'verivikasi', 'wajah', 'aplikasi', 'masuk', 'ulang', 'dftr', 'sdh', 'trdftr', 'langsung', 'masuk', 'sj', 'dgn', 'masukan', 'id', 'pasword', 'tolong', 'perbaiki', 'sistemnya', 'sulit', 'masuk', 'wonderbni']",1,negative
masih terbaik sangat memuaskan,"['terbaik', 'memuaskan']",3,neutral
wondr lebih simpel transaksi lancar dan lebih mudah,"['wondr', 'simpel', 'transaksi', 'lancar', 'mudah']",5,positive
sangat membantu dan sangat memuaskan,"['membantu', 'memuaskan']",5,positive
lebih praktis cepat dan aman,"['praktis', 'cepat', 'aman']",5,positive
ini kenapa aplikasi wondr bni ku tidak bisa di buka yakpadahal sinyalnya bagus aja buat buka yg lain aja bisaaplikasi wondr nya juga sdah saya update masih saja tidak bisa masuk,"['aplikasi', 'wondr', 'bni', 'ku', 'buka', 'yakpadahal', 'sinyalnya', 'bagus', 'buka', 'bisaaplikasi', 'wondr', 'sdah', 'update', 'masuk']",1,negative
apps nya lemot susah login,"['apps', 'lemot', 'susah', 'login']",3,neutral
semua tahap sudah dilaksanakan notice berhasiltapi saat masuk salah pasword kembali daftar gitu aja terus sampai ulang besokjauh lebih efisien bni mobile banking yang lama,"['tahap', 'dilaksanakan', 'notice', 'berhasiltapi', 'masuk', 'salah', 'pasword', 'daftar', 'gitu', 'ulang', 'besokjauh', 'efisien', 'bni', 'mobile', 'banking']",1,negative
wonder menurut kurang bagusgak ada mutasigak bisa tau saldo sebelumnyapengen balik ke yg lama malah gak bs bayar listrik dllmumet masa harus dua aplikasibuat aplikasi baru harus lebih bagus dari yg sebelumnya donkjgn hilangin fitur yg lama,"['wonder', 'bagusgak', 'mutasigak', 'tau', 'saldo', 'sebelumnyapengen', 'gak', 'bs', 'bayar', 'listrik', 'dllmumet', 'aplikasibuat', 'aplikasi', 'bagus', 'donkjgn', 'hilangin', 'fitur']",3,neutral
ini kenapa history setiap ada transfer yang masuk ga mesti ke update ya klo dari bank lain dan dari bni juga ga ada notifikasi nya padahal sudah dinyalakan,"['history', 'transfer', 'masuk', 'mesti', 'update', 'bank', 'bni', 'notifikasi', 'dinyalakan']",1,negative
lebih mudah dalam bertransaksisering lho melakukan pembayaran pajakdan selalu okee,"['mudah', 'bertransaksisering', 'lho', 'pembayaran', 'pajakdan', 'okee']",5,positive
bang paling ribet mengganggu produktivitaswondr terkena terlalu banyak percobaan krn selvie susah m banking ada otp tapi gk ada menu input otpnyacs kcp ribetmantap dah kinerja bni,"['bang', 'ribet', 'mengganggu', 'produktivitaswondr', 'terkena', 'percobaan', 'krn', 'selvie', 'susah', 'm', 'banking', 'otp', 'menu', 'input', 'otpnyacs', 'kcp', 'ribetmantap', 'dah', 'kinerja', 'bni']",1,negative
aplikasi yg mempermudah untuk bertransaksi,"['aplikasi', 'mempermudah', 'bertransaksi']",5,positive
sementara saya kasih bintang dulusemoga segara di update untuk proses tarik tunai atau yg lain cepat masuk pemberitahuan nya di transaksi dan untuk transaksi terakhir kali harus menyajikan saldo akhir setelah saldo keluar atau saldo masuk semoga semakin baik,"['kasih', 'bintang', 'dulusemoga', 'segara', 'update', 'proses', 'tarik', 'tunai', 'cepat', 'masuk', 'pemberitahuan', 'transaksi', 'transaksi', 'kali', 'menyajikan', 'saldo', 'saldo', 'saldo', 'masuk', 'semoga']",3,neutral
app yang sangat sangat ribet data di isi udah benar hasil terahir jawapannya data kurang lengkapkaya app lebih tau data saya gituni mau cari member apa mau mempersulit membertidak membantu sama sekali di ulang hingga x juga sama harus di downlod berx x,"['app', 'ribet', 'data', 'isi', 'udah', 'hasil', 'terahir', 'jawapannya', 'data', 'lengkapkaya', 'app', 'tau', 'data', 'gituni', 'cari', 'member', 'mempersulit', 'membertidak', 'membantu', 'ulang', 'x', 'downlod', 'berx', 'x']",1,negative
registrasi mudah untuk nasabah baru aplikasi juga simple tapi begitu transfer untuk isi saldo di wondr kenapa gak masuk yaa padahal transaksinya berhasil saya cek di riwayat transaksi juga gak ada pemotongan kenapa begitu saya udh email di bni tapi belum di balas juga sampai sekarang padahal udh bagus aplikasinya,"['registrasi', 'mudah', 'nasabah', 'aplikasi', 'simple', 'transfer', 'isi', 'saldo', 'wondr', 'gak', 'masuk', 'yaa', 'transaksinya', 'berhasil', 'cek', 'riwayat', 'transaksi', 'gak', 'pemotongan', 'udh', 'email', 'bni', 'balas', 'udh', 'bagus', 'aplikasinya']",2,negative
apk nya kurang bagus untuk daftar dan untuk verifikasi nya terlalu lelet sehingga mengakibatkan gagal terus jadi sampai sekarang belum bisa daftar kocak,"['apk', 'bagus', 'daftar', 'verifikasi', 'lelet', 'mengakibatkan', 'gagal', 'daftar', 'kocak']",1,negative
bagus aplikasi yg bagus,"['bagus', 'aplikasi', 'bagus']",5,positive
aplikasi penipu say transaksi tertulis keterangan transaksi belum berhasil tapi saldo saya terpotong dan di no rekening si penerima dananya tidak masuk lalu hilang kemana ungang itu dan ini kejadianya sudah kali,"['aplikasi', 'penipu', 'say', 'transaksi', 'tertulis', 'keterangan', 'transaksi', 'berhasil', 'saldo', 'terpotong', 'no', 'rekening', 'penerima', 'dananya', 'masuk', 'hilang', 'kemana', 'ungang', 'kejadianya', 'kali']",1,negative
wonder saya tiba gk ada meni login,"['wonder', 'meni', 'login']",3,neutral
kenapa ga bisa daftar untuk kartu pkh ya ribet bgtbolak balik gagal padahal uda ngikutin syarat pengisian datauda bener semua pas mau diklik selesai malah ga bisa gagal lagi waduhh tolonglah diperbaiki sistem ny,"['daftar', 'kartu', 'pkh', 'ribet', 'bgtbolak', 'gagal', 'uda', 'ngikutin', 'syarat', 'pengisian', 'datauda', 'bener', 'diklik', 'selesai', 'gagal', 'waduhh', 'tolonglah', 'diperbaiki', 'sistem']",2,negative
aplikasi ini ada untuk mengganti bni mobile banking sayangnya bni sengaja banget ngerusak bni mobile banking agar semua pengguna pindah kesini dengan cara meng update mbanking agar force close ketika ingin bertransaksi dan bug sangat lama untuk di fix atau bahkan tidak ada niat untuk melakukan fix bug mending buka tabungan lain saja masa sekelas bumn begini treatment ke customernya agar pindah aplikasi,"['aplikasi', 'mengganti', 'bni', 'mobile', 'banking', 'sayangnya', 'bni', 'sengaja', 'banget', 'ngerusak', 'bni', 'mobile', 'banking', 'pengguna', 'pindah', 'kesini', 'meng', 'update', 'mbanking', 'force', 'close', 'bertransaksi', 'bug', 'fix', 'niat', 'fix', 'bug', 'mending', 'buka', 'tabungan', 'sekelas', 'bumn', 'treatment', 'customernya', 'pindah', 'aplikasi']",1,negative
pendaftarannya kok ribet amat padahal sudah punya rek bni harusnya dipermudah ini malah sama sperti baru mau buka rekening baru di bni edit tambahan saldo di bni mobile tidak terbaca di wondr by bni edit kemarin lalu sudah ke bni kantor cabang terdekat sekalian ganti kartu debitatm yg sudah expired sudah dibantu sama cs katanya nanti jam sudah bisa kalau belum bisa nanti uninstal baru instal ulang lagi tapi ini sudah mau hari pun belum muncul tuh saldo,"['pendaftarannya', 'ribet', 'rek', 'bni', 'dipermudah', 'sperti', 'buka', 'rekening', 'bni', 'edit', 'tambahan', 'saldo', 'bni', 'mobile', 'terbaca', 'wondr', 'by', 'bni', 'edit', 'kemarin', 'bni', 'kantor', 'cabang', 'terdekat', 'ganti', 'kartu', 'debitatm', 'expired', 'dibantu', 'cs', 'jam', 'uninstal', 'instal', 'ulang', 'muncul', 'tuh', 'saldo']",3,neutral
baik sekali sangat mudah untuk transaksi,"['mudah', 'transaksi']",5,positive
ko wondr by bni ga bisa di buka yaa cuma sekali doank transaksi itu jg kmarin ada yg sama tidak bisa di buka min aplikasinya knp ya apa harus di uninstall dlu aduh bingung jelasinnya gmn yaa jd aku pas klik aplikasi wondr stuck di gambar kaya yg di atas itu min gambar kaya yg di playstore nya itu stuck begitu aj lama,"['ko', 'wondr', 'by', 'bni', 'buka', 'yaa', 'doank', 'transaksi', 'kmarin', 'buka', 'min', 'aplikasinya', 'knp', 'uninstall', 'dlu', 'aduh', 'bingung', 'jelasinnya', 'gmn', 'yaa', 'klik', 'aplikasi', 'wondr', 'stuck', 'gambar', 'kaya', 'min', 'gambar', 'kaya', 'playstore', 'stuck', 'aj']",3,neutral
sangat membantutapi kenapa akhirini apk slalu ngestuck ya dan muncul tulisan sedang dalam perbaikan mohon coba lagi itu bagaimana minmohon dibantuterimakasihh,"['membantutapi', 'akhirini', 'apk', 'slalu', 'ngestuck', 'muncul', 'tulisan', 'perbaikan', 'mohon', 'coba', 'minmohon', 'dibantuterimakasihh']",4,positive
wordr itu sangat leletlelet saat loginrata perlu waktu satu menit ini membuat saya sering membatalkan mengunakan fitur qris aplikasi bni mobile jauh lebih unggul dalam hal kecepatan loginsaya ga bisa meninggalkan bni karena gaji melalui ini maka dengan laba bersih trilyunan tolong di benahi wondr,"['wordr', 'leletlelet', 'loginrata', 'menit', 'membatalkan', 'mengunakan', 'fitur', 'qris', 'aplikasi', 'bni', 'mobile', 'unggul', 'kecepatan', 'loginsaya', 'meninggalkan', 'bni', 'gaji', 'laba', 'bersih', 'trilyunan', 'tolong', 'benahi', 'wondr']",3,neutral
makin nyaman bertransaksi di bni sejak ada wonder aplikasi yg lama sudah nyaman tapi wonder seperti menyempurnakan fitur dari aplikasi sebelumnya tampilan menu dan warnanya lebih menarik terilihat ceria dan tidak monoton melakukan transaksi online juga lebih cepat pokoknya wonder top banget deh,"['nyaman', 'bertransaksi', 'bni', 'wonder', 'aplikasi', 'nyaman', 'wonder', 'menyempurnakan', 'fitur', 'aplikasi', 'tampilan', 'menu', 'warnanya', 'menarik', 'terilihat', 'ceria', 'monoton', 'transaksi', 'online', 'cepat', 'pokoknya', 'wonder', 'top', 'banget']",5,positive
mana ini ko gak bisa menampilkan qris rekening kita cuma bisa menampilkan qris pembayaran orang mau transfer jd harus ngetik no rekening maaf kasih bintang kl dah bisa menampilkan qris kasih lima nanti,"['ko', 'gak', 'menampilkan', 'qris', 'rekening', 'menampilkan', 'qris', 'pembayaran', 'orang', 'transfer', 'ngetik', 'no', 'rekening', 'maaf', 'kasih', 'bintang', 'kl', 'dah', 'menampilkan', 'qris', 'kasih']",3,neutral
lbh bgs aplikasi lama klu mt biasanya tengah mlmni wondr aplikasi bru srg mt soreklu blm siap jgn d aplikasikan dulu lahnyusahin ajasekarang kejadian lagi tgl dan desember transaksi antar bank rb dan jt blm berhasil tapi saldo terpotong gmn ni pihak bnicb k layanan call centre bni sampai skrg d suruh menunggu dan tidak ada tanggapanparah,"['lbh', 'bgs', 'aplikasi', 'klu', 'mt', 'mlmni', 'wondr', 'aplikasi', 'bru', 'srg', 'mt', 'soreklu', 'blm', 'aplikasikan', 'lahnyusahin', 'ajasekarang', 'kejadian', 'tgl', 'desember', 'transaksi', 'bank', 'rb', 'jt', 'blm', 'berhasil', 'saldo', 'terpotong', 'gmn', 'bnicb', 'layanan', 'call', 'centre', 'bni', 'skrg', 'suruh', 'menunggu', 'tanggapanparah']",1,negative
aksesnya mudah dan simple,"['aksesnya', 'mudah', 'simple']",5,positive
aplikasi ga jelas udh daftar pakai ktp udh selfie sambil nengok kiri udh buat password pas d akhir ga bs hrs call cs bni atau hrs k kantorga jelas pantesan pelanggan pd komen jelek d play store krn memang aplikasi gagal,"['aplikasi', 'udh', 'daftar', 'pakai', 'ktp', 'udh', 'selfie', 'nengok', 'kiri', 'udh', 'password', 'bs', 'hrs', 'call', 'cs', 'bni', 'hrs', 'kantorga', 'pantesan', 'pelanggan', 'pd', 'komen', 'jelek', 'play', 'store', 'krn', 'aplikasi', 'gagal']",1,negative
knpa hari ini aplikasinya ga bisa di buka,"['knpa', 'aplikasinya', 'buka']",3,neutral
memang ada batas limit transfer harian ya dulu pakai mbangking bni bisa topup lebih dari jt skrg pakai ini maksimal hanya jt,"['batas', 'limit', 'transfer', 'harian', 'pakai', 'mbangking', 'bni', 'topup', 'jt', 'skrg', 'pakai', 'maksimal', 'jt']",3,neutral
saya kasih bintang tiga dlu dah baru mau pake qris gbisa udh jam nungguin untung bawa uang cash benerin lagi deh aplikasi nya ngeselin tau gak mau bayar aplikasi nya error males bgt bikin bete aje,"['kasih', 'bintang', 'dlu', 'dah', 'pake', 'qris', 'gbisa', 'udh', 'jam', 'nungguin', 'untung', 'bawa', 'uang', 'cash', 'benerin', 'aplikasi', 'ngeselin', 'tau', 'gak', 'bayar', 'aplikasi', 'error', 'males', 'bikin', 'bete', 'aje']",3,neutral
aplikasinya masih kalah jauh dari pendahulunya bni mobile banking disini tidak ada menu tariksetor tunai sangat disayangkan mohon segera dikembangkan lagi agar pengguna mau beralih ke aplikasi yg baru ini,"['aplikasinya', 'kalah', 'pendahulunya', 'bni', 'mobile', 'banking', 'menu', 'tariksetor', 'tunai', 'disayangkan', 'mohon', 'dikembangkan', 'pengguna', 'beralih', 'aplikasi']",1,negative
kembalikan fitur history transaksi seperti yg dulu bos,"['kembalikan', 'fitur', 'history', 'transaksi', 'bos']",3,neutral
aplikasi yg hampis selalu gangguang jika ingin digunakan tiba tiba gx bis qris tiba loading lama padahal inyernet kenceng tiba error sistem endingnya balik ke aplikasi bni yg lama yg paling menjengkelkan kadang mau dipakek tiba tiba registrasi ulangana harus pakek ktp dan wajah wah bikin antrean panjang minimarket ni aplikasi,"['aplikasi', 'hampis', 'gangguang', 'bis', 'qris', 'loading', 'inyernet', 'kenceng', 'error', 'sistem', 'endingnya', 'aplikasi', 'bni', 'menjengkelkan', 'kadang', 'dipakek', 'registrasi', 'ulangana', 'pakek', 'ktp', 'wajah', 'bikin', 'antrean', 'minimarket', 'aplikasi']",3,neutral
aplikasinya simpel nda ribetterima kasih wondr bni,"['aplikasinya', 'simpel', 'nda', 'ribetterima', 'kasih', 'wondr', 'bni']",5,positive
nah suruh migrasi tapi belum siap tarik tunai atm pembayaran menggunakan qris isi ewallet dengan nominal diatas juta juga tidak bisa tampilan juga lebih simple yang bni mobile banking terlalu banyak menu jendela untuk menu perbaiki segera buat susah kami pengguna,"['suruh', 'migrasi', 'tarik', 'tunai', 'atm', 'pembayaran', 'qris', 'isi', 'ewallet', 'nominal', 'diatas', 'juta', 'tampilan', 'simple', 'bni', 'mobile', 'banking', 'menu', 'jendela', 'menu', 'perbaiki', 'susah', 'pengguna']",1,negative
ribet pake aplikasi wondr enak yang bni mobile simple dan cepat loadingnya pakai wondr lama banget loadingnya haduh tolonglah yang sudah bagus gak usah diubah kalau memang ada perubahan transfer transaksi dll cukup bni mobile aja diupdate lagian nama wondr sangat gak menjual pas buka aja loginnya susah gangguan terus tolong pihak bni batalkan saja wondr ini kami nasabah jd susah,"['ribet', 'pake', 'aplikasi', 'wondr', 'enak', 'bni', 'mobile', 'simple', 'cepat', 'loadingnya', 'pakai', 'wondr', 'banget', 'loadingnya', 'haduh', 'tolonglah', 'bagus', 'gak', 'diubah', 'perubahan', 'transfer', 'transaksi', 'dll', 'bni', 'mobile', 'diupdate', 'nama', 'wondr', 'gak', 'menjual', 'buka', 'loginnya', 'susah', 'gangguan', 'tolong', 'bni', 'batalkan', 'wondr', 'nasabah', 'susah']",1,negative
nyaman dan simpel sangat amanah terimakasih bni,"['nyaman', 'simpel', 'amanah', 'terimakasih', 'bni']",5,positive
saya pengguna bank bni selama tahun kayak nya wonder tidak bisa menggantikan peran mbangking bni ok wonder lebih cepat dalam pembayaran casslesh dan fitur lebih fress tapi soal kelemkapan mutasi bukti tranferfitur pendukung pembayaran mbangking bni lebih baik seharusnya tidak usah migrasi aplikasi tapi lebih menyempurnakan mbanking yg user frendly itu akan lebih baik,"['pengguna', 'bank', 'bni', 'kayak', 'wonder', 'menggantikan', 'peran', 'mbangking', 'bni', 'wonder', 'cepat', 'pembayaran', 'casslesh', 'fitur', 'fress', 'kelemkapan', 'mutasi', 'bukti', 'tranferfitur', 'pendukung', 'pembayaran', 'mbangking', 'bni', 'migrasi', 'aplikasi', 'menyempurnakan', 'mbanking', 'user', 'frendly']",3,neutral
banyak harapan dengan bni launch produk mobile terbarunya tapi sayang sekali tetap mengecewakan jujur dr seluruh mobil banking yg saya punya bni adalah yg terburuk saat login ulang selalu harus melewati verifikasi panjang memasukkan ktp lg apalagi verifikasi wajah yg melelahkan waktu mengenali wajah yg sgt cepat sering kehabisan waktu sering error jadi harus menunggu esoknya saya orang tua dan sgt melelahkan melewati proses tsb contohlah apps lain yg hanya memasukkan id dan pass,"['harapan', 'bni', 'launch', 'produk', 'mobile', 'terbarunya', 'sayang', 'mengecewakan', 'jujur', 'mobil', 'banking', 'bni', 'terburuk', 'login', 'ulang', 'melewati', 'verifikasi', 'memasukkan', 'ktp', 'verifikasi', 'wajah', 'melelahkan', 'mengenali', 'wajah', 'sgt', 'cepat', 'kehabisan', 'error', 'menunggu', 'esoknya', 'orang', 'tua', 'sgt', 'melelahkan', 'melewati', 'proses', 'tsb', 'contohlah', 'apps', 'memasukkan', 'id', 'pass']",1,negative
loading lambat aplikasi sering menutup notifikasi ada sedikit kendala tim kami lagi perbaiki yuk coba lagi,"['loading', 'lambat', 'aplikasi', 'menutup', 'notifikasi', 'kendala', 'tim', 'perbaiki', 'yuk', 'coba']",1,negative
apaan pakai biaya bulanan segala yang gratis aja banyak lebih baik bank digital yang lainnya seperti seabank dll full digital full gratis,"['pakai', 'biaya', 'bulanan', 'gratis', 'bank', 'digital', 'seabank', 'dll', 'full', 'digital', 'full', 'gratis']",1,negative
jadi ribet susah login ada tulisan persetujuan di klik malah sesi berakhir,"['ribet', 'susah', 'login', 'tulisan', 'persetujuan', 'klik', 'sesi']",1,negative
baru download wonder by bni sangat kaya warna lebih mudah di gunakan dalam setiap transaksi dan semoga kedepannya lebih banyak reward dan event untuk setiap pengguna bni agar semakin semangat dalam menabung,"['download', 'wonder', 'by', 'bni', 'kaya', 'warna', 'mudah', 'transaksi', 'semoga', 'kedepannya', 'reward', 'event', 'pengguna', 'bni', 'semangat', 'menabung']",5,positive
hallo pihak wonder ny bni kenapa aplikasi nya selalu lemot tiba bisa tibaa tidak bisa diakses tlong dong penjelasan nya ini bgmn kita pakai transaksi tiap hari tiap jam klo tiba tidak bisa diakses gimna dong merugikan di kami tlong perbaiki servernya yaa penggunaa wonderbni bnyk loh pdahal kenpa servernya murahan,"['hallo', 'wonder', 'bni', 'aplikasi', 'lemot', 'tibaa', 'diakses', 'tlong', 'penjelasan', 'bgmn', 'pakai', 'transaksi', 'jam', 'diakses', 'gimna', 'merugikan', 'tlong', 'perbaiki', 'servernya', 'yaa', 'penggunaa', 'wonderbni', 'bnyk', 'loh', 'pdahal', 'kenpa', 'servernya', 'murahan']",3,neutral
di iklan ada fitur bagus yaitu ada rekap pemasukan dan pengeluaran tapi fitur ini tidak akurat banyak data yang tidak sinkron dengan bni mobile untuk ditingkatkan lagi wondr,"['iklan', 'fitur', 'bagus', 'rekap', 'pemasukan', 'pengeluaran', 'fitur', 'akurat', 'data', 'sinkron', 'bni', 'mobile', 'ditingkatkan', 'wondr']",3,neutral
belakangan ini aplikasi loading terus pengen isi token listrik tapi fiturnya ga bisa di pake plis token listrik saya dah abis dari kemarin ga bisa,"['aplikasi', 'loading', 'pengen', 'isi', 'token', 'listrik', 'fiturnya', 'pake', 'plis', 'token', 'listrik', 'dah', 'abis', 'kemarin']",3,neutral
sebuah pengembangan aplikasi yang sangat di paksakan untuk nasabahnya kalau harus melalui aplikasi baru ini kenapa menu di bni mobile banking masih ada pilihan menu nya dan kalaupun dipindah ke aplikasi baru ini kenapa mobile banking tidak di hapus saja ini bukan mempermudah nasabah melainkam menambah beban karna selain menambah aplikasi baru juga harus mengingat sandi transaksi lagi semoga di baca pihak sdm pengembang bni,"['pengembangan', 'aplikasi', 'paksakan', 'nasabahnya', 'aplikasi', 'menu', 'bni', 'mobile', 'banking', 'pilihan', 'menu', 'dipindah', 'aplikasi', 'mobile', 'banking', 'hapus', 'mempermudah', 'nasabah', 'melainkam', 'menambah', 'beban', 'karna', 'menambah', 'aplikasi', 'sandi', 'transaksi', 'semoga', 'baca', 'sdm', 'pengembang', 'bni']",3,neutral
gak berubah tiap hari dari jam gak bisa digunakan ini aplikasi mobile banking mobile banking yang lain oke aja sih apalagi dana no delay,"['gak', 'berubah', 'jam', 'gak', 'aplikasi', 'mobile', 'banking', 'mobile', 'banking', 'oke', 'sih', 'dana', 'no', 'delay']",1,negative
hapus saja ini apl wondrapl yg sangat menjengkelkanbagusan apl bni yg lama sajasaya nasabah bni merasa tidak nyaman dgn apl wondr ini,"['hapus', 'apl', 'wondrapl', 'menjengkelkanbagusan', 'apl', 'bni', 'sajasaya', 'nasabah', 'bni', 'nyaman', 'dgn', 'apl', 'wondr']",1,negative
aplikasi sudah sangat bagus selama ini selalu puas dengan bni semoga kenyamanan dapat dipertahankan fitur tarik tunai mobile sudah bisa di buat ya,"['aplikasi', 'bagus', 'puas', 'bni', 'semoga', 'kenyamanan', 'dipertahankan', 'fitur', 'tarik', 'tunai', 'mobile']",4,positive
