content,score,category
sebenarnya bagus cumn aja kadang bikin nyeselin klo mau masuk wonder udah pasword nx betul malah suruh registrasi lagi ujung buat pas baru dan baru trus males jadinx,5,positive
aplikasinya wondr by bni ini sangat mudah digunakan banyak fiturfitur yg dibutuhkan kemanamana jadi praktis karna bisa buat metode pembayaran qris disaat tidak ada uang cash,5,positive
wondr by bni mudah diaplikasikan untuk kebutuhan transaksi keuangan saya tampilannya ceria dan semua transaksi keuangan saya ada dalam aplikasi wondr by bni yukk download sekarang dan nikmati kemudahan transaksi keuangan kamu terus menyala bni,5,positive
masih sama kayak mbankingnya otp gak masuk ke no gak tau ke no lain padahal ngarepnya sistem otp bisa lebih baik di app ini biar bisa tarik tunai tanpa kartu,3,neutral
gantj hape proses gampang tk perlu kekantor cabangblum ada kendala sampe skg menggunakan,5,positive
mantap jiwa secepat kilat,5,positive
hai kak sebelumnya terimakasih atas aplikasi yang telah di update menurut saya sejauh ini terbilang nyaman di pakai dan sangat memudahkan saya dalam bertransaksi tapi disini saya ad sedikit saran yang mungkin bisa diperrimbangkan apakah boleh data potongan untuk biaya admin bisa di tampilkan karena di aplikasi yang sebelumnya tertera potongan biaya adminnya yah itu mungkin saran saya semoga kk bisa mempertimbangkannya makasih,3,neutral
lelet banget stres makainyabahkan kadang gak bisa di buka sama sekalitolong di periksa lagi biar bisa semakin bagus,3,neutral
semua fiturnya gampang dipahami dan memudahkan kita buat transfer juga tanpa buka banyak aplikasi,5,positive
pas banget buat transaksi digital ya cara daftarnya ngga ribet cara transaksi juga aman dan nyaman dalam genggaman,5,positive
kurang bagus mau riset password saja harus ke kantor cabang gak bisa komfirmasi via email atau momor telpon,2,negative
sudah cocok enak di pake simpel kendala di ewalet masih blm sinkronsy anggap wajar karna apliksi masih baru perlu di upgrate lg,5,positive
wondr nya gax bisa d buka ada sedikit kendala tim kami lagi perbaiki coba lagiitu gangguan apa gmn ya,3,neutral
kak mohon di aplikasi yang baru ini ada menu untuk setor tunai dan tarik tunai nya kak,3,neutral
diperbaiki itu sistemnya bikin susah aj tiap masuk pasti eror dan sllu kembali ke halaman persyaratan pengguna mending kembali ke bni mobile saja kyk dlu bikin susah,1,negative
tampilan aplikasinya sangat menarik dan keren untuk transaksi sangat mudah dan cepat sukses terus untuk bni,5,positive
bagus pke wonder transaksi gampang,5,positive
kenapa aplikasi ini susah banget loginya padahal jaringan lancar aman g tapi login aja susah,3,neutral
aplikasi gimana ini minsetiap mau masuk selalu errormalah mau masuk di suruh verifikasi lagikatanya kata sandi ku salah padahal setiap hari transaksi kata sandiku tetap itu jugamau sampai kapan setiap mau log in harus verifikasi terus masuk lagi ke no hp foto ktp lagi foto selfi lagi kan gilakkita di situ mau lihat keuangan bukan mau pinjaman uangmobile banking itu seharusnya memudahkan min bukan malah mempersulit sistem perbankantolong di perbaiki lagi sistem nya ok,1,negative
transaksi biasa di mbanking di alihkan kesini tapi tiap buka muncul persetujuan pengguna padahal sudah registrasi terus muncul sesi anda sudah berakhir balik awalmuncul persetujuan lagi,1,negative
mbanking bni setiap kali mau login gagal trs malah munculnya apk lg diperbaiki diperbaiki kok berharihari nyoba ke wondr pas daftar gabisa jg malah muncul belum bisa daftar dan disuruh update ke kantor cabang padahal gada data saya yg berubah aneh bgt bni akhir ini bermasalah terus sdh gitu malah buat apk baru yg fungsinya gada bedanya masyarakat indonesia lbh baik migrasi ramai ke bank lain supaya bni kehilangan nasabah nasabah mana yg mau pakai produk bermasalah menghambat kebutuhan,1,negative
punya saya knapa gak bisa login tulisannya terlalu banyak percobaan hari ini coba lagi besok ga jelas,1,negative
tidak bisa transfer bayar akulaku dan playlater lainnya,3,neutral
saya isi pulsa x notifnya pembelian pulsa gagal tapi saldo sy hangus dn gk ada refund sama skali aplikasi ini perlu banyak perbaikan bni mobile banking sblumnya gk ada masalah sama skali,3,neutral
untuk transaksi mobile tunai tarik tunai tolong kode otp sebaiknya sudah harus via wa jaman sekarang hampir semua pengguna smartphone tidak lagi menggunakan pesan singkat sms terimakasih,3,neutral
wondr bagustp harus pastikan dlu fitur nya berfungsi dan minim bug paling tidak fitur standar di mobile bnisetor tunai dan tarik tunai tanpa kartu paling gx harus sama seperti mobile bni,3,neutral
saat aktifasi tidak bisa deteksi wajah suruh kedip udh berkali tetep gagal,3,neutral
mantapp lebih di perbarui dan di jaga data keamanan nya,5,positive
sangat terbantu sekali gampang dan gak ribet,5,positive
aplikasi baru dari bni ini memberi kemudahan dalam transaksi cashless feature qris di halaman depan membuat shortcut pembayaran makin sat set juga ada ringkasan transaksi kluar masuk per bulannya makin menyenangkan,5,positive
tampilannya makin user friendly jadi mau transaksi apapun bisa sat set sat set terima kasih bni,5,positive
saya harap di wondr ada menu tariksetor tunai segera,3,neutral
kenapa ya punyaku kok gak bisa dibuka apk nya dan muncul tulusan sistem sedang kami perbaiki silahkan coba lagi nanti,3,neutral
tolong ditingkatkan lagi untuk pelayan pembayaran air di bni mobile banking ada layanan server ke pdam kab madiun tapi kenapa di wondr tidak tersedia ya dibantu juga seperti save recent payment jadi biar tidak input berulang ulang untuk token listrik dan pembayaran air terimakasih,3,neutral
di xiaomi ultra sering error susah masuk ke aplikasi sering nya hanya loading diawal dan tdk dapat masuk kedalam aplikasi untuk melakukan transaksi,3,neutral
cepat dan mudah,3,neutral
instruksi verifikasi wajah tidak jelas sudah lurus layar disuruh tengok atas kemudian lurus layar lagi bolakbalik seperti itu sampai akhirnya tidak bisa verifikasi lagi dan disuruh coba lagi esok hari ribet banget,1,negative
aplikasi gajelas logout sendiri berifikasi ulang udah masukin kode otp tetrp ga masuk pdahal udah bener sampe x lebih kedip maya sampe ratusan kagak kebaca padahal kamera dan layar terang aplikasi ampas,1,negative
mudah digunakan untuk pembayaran apa pun,5,positive
sebenernya bagus upgrade aplikasi cuma kenapa ya skrng jdi makin ribet perihal login mau di setting pake finger print hrs beberapa tahapan dan gagal terus udh bgtu saya mau top up ewallet hrs verifikasi dulu tpi bnyk bgt dan pas dicoba blm bisa dgn alesan terlalu bnyk verifikasi tolong ya di upgrade lg perasaan mobile mbangking aja ga seribet ini,3,neutral
bgus cman pasword ga bisa di save,3,neutral
aplikasi bahlulsering eror dikit dikit perbaikan systemklo belum siap jangan terbitin donkmending mbanking bni yg lama lebih lengkap fiturnya cuma kekurangannya fitur saldo g bisa lsg berubah otomatis setelah transaksifitur transaksi tarik tunai tanpa kartu jg g adalemot juga,2,negative
verifikasi pin nya gagal mohon arahannyaterimakasih kasih,3,neutral
tolong ditingkatkan lagi untuk pelayan pembayaran air di bni mobile banking ada layanan server ke pdam kab madiun tapi kenapa di wondr tidak tersedia ya dibantu juga seperti save recent payment jadi biar tidak input berulang ulang untuk token listrik dan pembayaran air terimakasih,3,neutral
sulit banget daftarnya buka mulut sudah kedip sudah tapi gabisa masuknya bni udah ga bisa buat pembelian solusi dong,3,neutral
bertransaksi lebih mudah dan nyaman,5,positive
mantap cepat dan mudah sekali,5,positive
masih belum bisa tarik tunai tanpa kartu masih belum bisa menggantikan aplikasi mbanking bni terpaksa aja karena sudah nggk bisa buka mbanking nya,3,neutral
belum ada menu transaksi setor tunai tanpa kartu kiranya bisa segera ditambahkan menu tersebut terimakasih,3,neutral
selalu gagal login udah nyaman pakai bni mobile kenapa harus ada wondr lagi tolong jangan di nonaktifkan bni mobile nya min pakai bni mobile sudah cukup bagi kami nyaman dan mudah cara pakai nya karna belum tentu orang pakai hp yg mahal yg bisa login dengan mudah gimana nasib orang yg pakai hp jadul tolong dipahami min,1,negative
buruk karena promo gw coba install kan migrasi tp selalu balik lagi ke halaman awal gak bisa login tks bni mending bank lain edited karena gak bisa reply komenan admin jd saya respon disini versi saya download langsung dari play store saat itu juga apakah versi di playstore itu bukan yg paling update lantas dimana versi yg paling update jika bukan di playstore no hp sama dengan yg saya pakai di aplilasi bni lama jaringan saya buka apps bank lain aman saja,1,negative
tidak ada fitur tarik tunai masih lebih bagus aplikasi yang lama kemana mana harus bawa kartu atm aplikasi kasi dibuat untuk memudahkan pengguna saat lupa bawa kartu atm,3,neutral
sangat mudah dalam penggunaan dan memberikan kenyamanan dalam bertranskaksi,5,positive
saya senang dan puas memakai wondr bni,5,positive
aplikasi ini sangat bagus dan dapat membantu untuk transaksi atau transfer uang kemana bank apa saja bisa,5,positive
aplikasi mengalami kemunduran tidak lengkap di tampilan menu seperti mobile tunai dan lainnya,1,negative
aplikasinya bagus tapi kurang stabil seperti errorgagal loginkadang tidak bisa masuk kedalam aplikasinya,4,positive
sangat bermanfaat sekali,5,positive
sangat berguna bagi yg tdak punya m bank king,5,positive
seneng banget transaksi jdi lebih mudah terimakasii,5,positive
gede banget potongan admin bulanan nya ribu,1,negative
min aplikasinya ko ngk bisa login yh saya udh terdaftar di aplikasi ini trus pas sy buka aplikasinya tadi malah ngisi data ulang tolong solusinya,2,negative
aplikasinya cukup bagus udah dibandingin sama aplikasi sebelumnya dan fitur fiturnya lebih bagus yg ini dibanding aplikasi yg sebelumnya walau ada beberapa yg belun ada semua cuman ini udah cukup bagus,5,positive
tolong diperbaiki pada saat awal masuklogin selalu lama sekali respon dari aplikasinya padahal dulu baru awal daftar respon dari aplikasi cepat tetapi sekarang jadi lama dan hampir jam juga aplikasi tidak merespon,3,neutral
daftar gagal terus pas wawancara gagal juga ga bisa lewat bank langsung,1,negative
hai kak sebelumnya terimakasih atas aplikasi yang telah di update menurut saya sejauh ini terbilang nyaman di pakai dan sangat memudahkan saya dalam bertransaksi tapi disini saya ad sedikit saran yang mungkin bisa diperrimbangkan apakah boleh data potongan untuk biaya admin bisa di tampilkan karena di aplikasi yang sebelumnya tertera potongan biaya adminnya yah itu mungkin saran saya semoga kk bisa mempertimbangkannya makasih,3,neutral
bintang satu duluhp saya setelah di restart verifikasi wajah sampai jungkir balik tidak terdeteksilewat bni yg lama sekali ngedipin mata langsung ok,1,negative
sangat efisien sekali,5,positive
bolak balik disuruh verifikasi ulang padahal password sdh betul kok malah gampang pakai yg lama,3,neutral
sering kali eror tiap malam lama lagi hadeh hadeh tiap tengah malam selaluntidak berhasil transaksi,1,negative
app yg sangat membantu,5,positive
aplikasinya menguji kesabaran banget ya setiap buka wondrbalik ke syarat dan ketentuanga bisa login udah hari dan x bolak balil instal uninstall sama aja katanya lebih mudah ini jadi memeprsulit banget yatolong la aplikasi nya dibenerin dulu pakai yg internet banking lama ga bisa transaksi aplikasi ini ga bisa dipakai mengecewakan sekali sih ini,1,negative
cara login nya sangat mudah banget sangat membantu kita semua buat buka rekening online,5,positive
sangat mudah digunakan belanja tinggal bayar pake qris dengan langkah yang sangat mudah dan cepat selain itu memiliki fiturfitur yang sangat lengkap,5,positive
masih belum lengkap untung mobile banking masih bisa digunakan karena belum ada opsi transaksi lpg kg,2,negative
kenapa pas mau daftar malah di tanyain pekerjaan wali bahkan sampai alamat kantor ya jadi repot banget pendaftarannya gk kayak bca yang satset kok gk ada fitur tarik setor tunai tanpa kartu sih gmn nih padahal hal tersebut seharusnya sudah ada di zaman seperti ini wajib hukumnya kecewa banget sama bni,1,negative
masih kadang lemot,3,neutral
terus tingkatkan aplikasi wonder yg user friendly,5,positive
knpa hari ini aplikasinya ga bisa di buka,3,neutral
mau ngisi alamat malah eror gak ada pilihan untuk kecamatan nya di lanjutin juga tidak bisa,2,negative
aneh banget kenapa gabisa login padahal data udah bener terus juga tiap login munculnya sk penggunaan wonder pas udah klik setuju masih gabisa login itu gimana min,3,neutral
bagus dan mempermudah transaksimantap,5,positive
pelayanan cepat top deh pokoknya,5,positive
sangat kurang puas pakek wondr by bni yg sjrng mnding yang lamaini apa kita sudah tf tpi gak masuk tapi saldo kita berkurang inu sbnr ny gmna sihmalhan semngkin ribet aja saya rasaudah gitu gguan trus mau cepat jadi lambat,1,negative
saldo ketika ada mutasi tidak ada apk lama masih lebih baik untuk mutasi rekening,1,negative
lumayan tapi terkadang kalau jam malam susah narik,3,neutral
aplikasi wondr by bni ini sangat keren fitur simpel dan mudah dipahami tolong tingkatkan fitur terbaru tampilan yang lebih menarik wondr lebih bagus dari bni mobile mantap wondr,5,positive
sesudah di update lama proses login ini kenapa wonder ini tidak seperti bni banking tertulis ada sedikit kendala udah mau seharian gak bisa di buka wonder bni,3,neutral
ini gimana baru kelar registrasi terus waktu buka ulang aplikasinya malah redirect buat registrasi lagi dibagian snk disuruh login tapi ga bisa ke halaman login otomatis ke halaman snk terus,4,positive
udah scan ktp dan verifikasi wajah tetap aja timbul kata update data,1,negative
sangat membantu dalam proses transaksi,4,positive
memang ada batas limit transfer harian ya dulu pakai mbangking bni bisa topup lebih dari jt skrg pakai ini maksimal hanya jt,3,neutral
transaksi mudah dan cepat dengan wondr by bni satu aplikasi yang sangat membantu dalam kemudahan bertransaksi perbankan keren,5,positive
tolong pihak bni memperbaiki fitur verifikasi wajah masa iya di ktp saja sudah jelas kalau saya kelahiran yang saat ini berumur tahun tetapi ketika saya saya melakukan verifikasi wajah muncul pemberitahuan yg mengatakan umur anda blm melebihi tahun sudah beberapa kali saya melakukan verifikasi wajah dan selalu muncul pemberitahuan seperti ituu tolong di tindak lanjuti secepatnya terimakasih,1,negative
tolong perbaiki masa saat saya sedang membuat password pada akun baru layar sya ghost touch aneh banget aplikasi lain normal hanya ini saja yg error,5,positive
saya transaksi gagal terus iyah pas awal download dan buat rekening mudah lancar jaya tapi wajtu mau isi pulsa ga bisa mau transfer ga bisa transaksi gagal terus menerus tolong dibenahi ya,3,neutral
semoga bagus kadang punya kandala untuk banking bni,4,positive
saya baru saja isi pulsa tapi gagal terkirim kok saldo kepotong ini gimana sudah kembali saldo nya terimakasih,5,positive
wondr bagustp harus pastikan dlu fitur nya berfungsi dan minim bug paling tidak fitur standar di mobile bnisetor tunai dan tarik tunai tanpa kartu paling gx harus sama seperti mobile bni,3,neutral
aplikasinya bagus sama desainnya enak dilihat cuman di bagian pembayaran ada kurang seperti pembayaran pendidikan mungkin lain kali bisa di tambahkan untuk pembayaran pendidikan atau lainnya supaya lebih lengkap dalam satu aplikasi,4,positive
saya mau transaksi mbanking bni buka aplikasi tp g bs transaksi diarahkan instal wonder sdh instal mau buka nunggu kode otp g masuk di email nah ni mau beli token listrik yg dah bunyi kl mau inovasi yg bener napa bkn tambah ruwet gini yg bgini yg bikin nasabah pindah bank,3,neutral
aplikasi nya lebih simpel dan lebih mudah untuk mengecek transaksi tapi masih belum lengkap ga ada menu buat tarik setor tunai mohon dilengkapi kedepannya,4,positive
semoga kedepannya di wondr ada fitur daily login jadi sekali login kita dapet rb,5,positive
saya sangat suka dengan program ini,5,positive
masih bagus yg lama banyak terjadi gangguantrobel terusdisaat lagi btuh apknya ngeleg mulu,1,negative
halo ka saya sudah log in dan harus verifikasi kode otp lewat email dikirimnya lama sekali sewaktu sudah dikirim kode otp nya malah tidak valid pdhl kode yg dikirimkan memiliki batas waktu valid menit kode yg saya masukkan ke wondr juga sudah benar hal tersebut membuat saya tidak bisa log in dan harus mengulangi nya lagi kembali besok mohon pencerahannya ya kenapa bisa begitu terimakasih,3,neutral
aplikasi buat susahverifikasi rumit bikin muakmau poto muka susahssh selesai poto muka pake video call lg sama adminpertanyaannyapun tak masuk akalmacet dikit suruh video call ulang lg begitu terus sampai kita muakmenururku ini aplikasi paling buruk,1,negative
lebih efisien waktu,3,neutral
sangat puas dengan aplikasi ini,5,positive
kamu belum bisa registrasi wondr setelah hp direset ulang atau di instal ulang kendalanya seperti ini padahal sebelumnya saya sudah menggunakannya kini seperti daftar ulang kantor cabang terdekat di tempat saya sejauh lebih km mau isi listrik via bni mobile gak bisa malah disuruh pakai wondr tolong min apk nya di update tidak ada tombol login,3,neutral
bank dalam genggaman semakin nyata dalam mewujudkan keinginan perbankan kita tampilan makin menyegarkan transaksi pembayaran makin simpel pokoknya easy for use deecch,5,positive
simpel mau apapun urusan pwrbankan bisa di woder,5,positive
masih ada waktu menit sebelum ganti bulan tapi transaksi gagal terus parah padahal saldo nya masih cukup untuk transaksi kacau si mending pake bni mobile lebih jelas,2,negative
aplikasi taii anjiingsering bgt erorgangguanbukannya mempermudahmalah menyusahkan,1,negative
aplikasinya toloong lebih di perbaiki doongbukan bkin simpel saat urgent malah bikin riweh dan sulitharus kluar masuk aplikasi krn suruh updatesdh di coba berulang ulang tetep aj msh ga bisa,1,negative
terbaiktransaksi cepetjarang banget gangguan,5,positive
kenapa saya login malah jadi bikin tabungan virtual sedangkan no tlp sama email sama dengan no tlp dan email di bni mbangking gimana nih jadinya,1,negative
memuaskan trimakasih wonder semua bisa terpenuhi,4,positive
tarik tunai tanpa kartunya harus masukin kode tapi yang tertera di m banking cuma dan gabisa tarik tunai gimana konsepnya wkwkw,3,neutral
kecewa banget si banyak pending nya gatau kenapa banyak eror nya jadi mau bayar sana sini ga bisaketetangan nya saldo ana tidak cukup padahal masih ada saldo nyagatau pokoknya kecewa lama lama,2,negative
sementara sy kasi bintang dl mau daftar sudah masukin data sampai tahap masukin email stlah lanjut malah aplikasi mnt untuk video call dgn agen tdak bisa diback aneh sy ulangi lg pendaftarannya cmn tp ga bisa lanjut dgn verifikasi wajah sampai skrg saya kasi bintang kalau sudah diperbaikitrimkasih tidak keluar fitur verifikasi wajahnya cuma muncul error dialog ada kendala di sistem kami,1,negative
tiap kali mau login tidak bisa sdh bulan berturut mau beli token listrik di bni mobile di arahkan ke wondr tapi tidak bisa login app tidak guna tdk perlu di publis,3,neutral
aplikasi mudah digunakan transaksi jadi gampang,5,positive
aplikasi baru yang simple user friendly dan kekinian banget transaksi jadi zat zet no lemot club luv banget pokoknya,5,positive
sistem lebih cepat tanpa ribet,5,positive
baru login sdh tdk bisa login lagi internet saya stabil bahkan bisa bermain game nomor yang saya gunakan juga cuman baru masuk langsung notifikasi jaringan tdk stabil padahal saya barusaja bermain game online,1,negative
buat transaksi oke banget,5,positive
sering error saat dibutuhkan buat kecewa,1,negative
terlalu banyak eror dan bugs sinyal ok tapi aplikasi loading terus,2,negative
kurang bagus top up ewallet nominal terbatas tidak ada menu tarik tunai tanpa kartu,3,neutral
udah mencoba ganti slot sim tapi masih tetep aja susah buat masukin nomor yang terdaftar sampai bolak balik beli pulsatolong sarannya kak,3,neutral
mempermudah pokoknya mantap,5,positive
kemarin ada bug saya mengisi pulsa k transaksinya gagal tapi saldo saya tetap ditarik tapi sudah dikembalikan,5,positive
terbaik mudah penggunaan aplikasinya ga ada loadingan semakin banyak inovasinya dan skr banyak promonya semakin berjaya,5,positive
mantap solusi tepat untuk pelayanan transaksi cepat,5,positive
saya beli pulsa dengan menggunakan aplikasi wondr by bni sebesar dan di potong biaya admin status transaksi nya gagal namun saldo rekening saya terpotong sebesar dan pulsa tidak masuk ke nomer yang saya top up customer service nya dihubungin sibuk semua membuat pulsa saya habis telepon ke,1,negative
dari bni m bengking ganti wondr by bni sama sama egk permutumau masuk poswoond salah muluahirnya ke blokircoba lupa poswoond fripikasi wajah egk bisa bisabikin susah nasaba mau transaksi ajakalau blum mampu bikin aplikasi yang baik mending jgn di gunakan kalau hanya mempersulit nasaba,1,negative
kalau tarik tunai pakai aplikasi selalu tdk bisa karena nomor otpnya tdk dikirim coba bisa seperti bsi masukan nomor hp dan kode transisi langsung keluar uang ini pakai kirim nomor tapi tdk terkirim dari aplikasi bni sampai wondr sama aja tdk bisa tarik tunai melalui aplikasi,1,negative
lebih bagus pakai bni mobile banking menu di wnder bikin bingung mau beli token listrik saja harus selalu input idpel kalu di mob banking sdh ada option untuk safe favorit,3,neutral
cepat dan mudah,5,positive
top up e wallet ada batas hariannya mending yg dulu tidak ada batasan top up,3,neutral
tolonglah kerjasamanya kenapa setelah mau buka aplikasi mbangking g bisa di buka padahal dah update teruss,3,neutral
bagus dan aman,4,positive
ui sangat menarik dan mempermudah pengguna untuk menggunakan aplikasi,5,positive
mudah untuk transaksi tanpa ribet,5,positive
masih sama kayak mbankingnya otp gak masuk ke no gak tau ke no lain padahal ngarepnya sistem otp bisa lebih baik di app ini biar bisa tarik tunai tanpa kartu,3,neutral
bagus sih lebih modern meskipun masih ada yang harus lebih dipelajari tapi sayang belom ada fitur transaksi atm tanpa kartu,3,neutral
kurang bagus masa kita isi token listrik dan keterangannya gagal tapi saldo kepotong masih bagus bni mobile bangking kita mau ngajukan lewat wonder by bni gk bisa jdi harus tlfn itu pun harus pake pulsa,1,negative
dg wondr hidup sangat di mudahkan,5,positive
review jujur aplikasi kurang lengkap masih lebih lengkap bni mobile wondr gak ada menu tarik tunai tanpa kartu selain lemot tampilan juga kurang menarik mohon ditingkatkan lagi karna masih jauh lebih lebgkap bni mobile,1,negative
setelah update gak bisa di buka why,3,neutral
bintang karena peraturan ya dan aplikasi makin susah,3,neutral
sangat baik di gunakan dan membantuh di setiap urusan bisa di selesaikan dalam waktu yang singkat,5,positive
tidak seperti aplikasi bank lain selalu minta verifikasi ulang terus pas verifikasi wajah terlalu ribet dan tidak terbaca terus sangat mengecewakan,1,negative
aplikasinya sering updatetapi masih banyak kurang fitur tariksetor tunai tidak ada mohon segera di sediakan fitur tersebut terimakasih,4,positive
kak aplikasi wondr saya tidak bisa transfer ke rekening lain atau pun ke sesama bni juga tidak bisa top up gopay tulisannya selalu transaksi gagal padahal update aplikasi nya terbaru mohon infonya,2,negative
saran saat login tolong kasi opsi pilihan lainnya seprti pin atau password ketika menggunakan sistem keamanan biometrik karena terkadang saat menggunakan sidik jari dan gagal karena jari basah atau sebagainya bisa melakukan login dengan opsi lainnya pinpassword seperti aplikasi lainya terimakasih,5,positive
halo kakak bni hari ini lagi gangguan apa gimana ya kak mau tf dari tadi ga bisa terus soalnya,3,neutral
ada bug force close untuk smartphone yang menggunakan adoptable storagetolong fungsi external storagenya ditambahkan,3,neutral
aplikasi payah susah masuk,3,neutral
aneh apk wondr udh terdaftar tpi pas mau login gagal trus tolong d perbaiki lagi,3,neutral
mudah dan praktis,4,positive
makin di tingkat kan lgi pelayanan nya,5,positive
aplikasinya bikin susah emang lebih simpel tapi di batasi sedangkan akun lama transfer dana shopee pay ovo bisa hari jt nah sekarang di batasi jadi jt kita nie mau jualan bukan hanya sekedar tabungan uang hendak di putar makin nyusahin sumpah dana banyak masuk tapi gak bisa di keluarkan situ mau makam uang atau gimana apk bni lama bisa loh ya gak usah sok iye lah,1,negative
aplikasinya menarik suka karena friendly gampang dipakai terus mudah untuk melakukan pembelian sama pembayaran,5,positive
haloo kepada bni yang terhormat untuk penarikan saldo tanpa kartu melalui wondr bagaimana ya caranya soalnya saya biasa menggunakan bni mobile banking tetapi saat beralih ke wondr banyak fitur yang tidak ada ternyata bahkan lebih sedikit,4,positive
gagal terus verifikasi email karena pengiriman otp ke emailnya lama banget giliran email udah masuk harus ulang lagi dan sampai saat ini masih begitu terus dan belum bisa digunakan sama sekali tks,1,negative
mudah dan simple,5,positive
aplikasi sangat membantu,5,positive
pelayanan cepat,5,positive
sangat memuaskan,5,positive
kenapa akhirakhir ini apknya di hp saya gak bisa di buka ya,3,neutral
aplikasi nya sudah bagus pas buka aplikasinya mudah dan juga cepat tp kenapa gak ada fitur setor dan tarik tunai kaya aplikasi sebelah tolong di perbaiki ya,5,positive
semenjak pembaharuan terakhir jadi susah dibuka apk nya loadingnya lama banget padahal jaringan bagus apk yang lain juga bisa dibuka cuman wondr by bni aja yang loadingnya lamanya kebangetan padahal sebelumnya bagus dipake lebih mudah dan fleksibel buat login atau mau bayar qris tapi sejak pembaharuan terakhir jadi kek gini apk nya jadi susah dibuka,3,neutral
bikin aplikasi kok gak easy berkali nyoba gagal terus di verifikasi wajah perasaan di bank lain gak seribet ini sekali foto bisa langsung berhasil,1,negative
semua nya jd mudah pkai wondr by bni,5,positive
semuanya bagus sampai saya tidak menemukan pembayaran pendidikan untuk kampus institut teknologi sepuluh nopember surabya disaat yang lainnya ada segera update saya jadi kesusahan untuk bayar spp kampus,3,neutral
aplikasinya sangat memudahkan saya untuk bertransaksi jadi makin gampang untuk transfer dan bayar air listrik sangat recommended,5,positive
aku beli token listrik di wonder by bni udah beli tapi terkendala jaringan sampai sekarang uang aku tidak kembali lagi ke rekening udah hari kejadian gimana nih prosesnya masa uang aku hilang begitu saja nomor tokennya sampai sekarang pun tidak keluar bukti transaksi gagal pun sampai sekarang masih ada gimana pihak bni,3,neutral
wonder cukup bagus dan cepat tapi sayang masih belum tersedia fitur membaca keterangan berita pengirimanketerangan pengiriman yang dikirim oleh orang saat transfer uang ke kita kalau di mobile banking bni itu sangat bagus karena di riwayat transaksi bisa kebaca keterangan yang diketikdikirim orang tolong ditambahkan menu tsb,3,neutral
maintenance diwaktu yang kurang tepat disaat ingin digunakan,3,neutral
enak bisa beli apa saja asal ada saldonya,5,positive
saya melakukan transaksi melalui va disalah satu marketplace pemberitahuan dari notif wondr dan bukti bahwa transaksi gagal kenapa uang saya tidak kembali dan tetap terpotong,3,neutral
sangat mudah dan sangat membantu,5,positive
awalnya aplikasi ini sangat menarik namun pada saat ingin login kembali sangat susah padahal pasword nya sudah benar namun tetap tidak bisa dan malah di suruh ulang kembali dari awal dan pada saat ulang kembali di bagian kode otp tidak pernah dapat terkirim mohon tim wondr bisa di perbaiki lagi untuk hal ini karena aplikasi ini sebenarnya berpotensi sekali,1,negative
terimakasih banyak wonder by bni sangat terbantu,5,positive
sering error mulu lg urgent mau dipakai selalu ada aja yg gk bisa dibuka atau yg lg diperbaharui dll bener sh dftrnya mudah gk prlu antri cs tapi aplikasi nya error mulu,3,neutral
kdg suka lambat loadingnya,4,positive
bagus dan mudah dalam bertransaksi,5,positive
aplikasi fitur nya modern sangat simpel dan mudah gunakan untuk bertransaksi,5,positive
membatu sekali dlm bertransaksi,5,positive
klo emg apk nya blm siap jgn suruh pke yg ini ke bank suruhny pake yang ini jd bingung sendiri pls lah update aku buka rek baru pke apk ini bingung kok minim fitur bgt trs laporan keluar sm masuk keuangan jg bikin bingung g bgt,2,negative
sangat berguna,5,positive
aplikasi yg sangat bermanfaat dgn penampilan yg simple dan modernfitur yg ditawarkan sangat relevan untuk kebutuhan seharihariproses transaksi cepat dan lancaruntuk kalian yg ingin mempergunakan perbankan digital yang praktis jgn lupa download wonder by bni ini,5,positive
sering trouble layanan e banking,2,negative
ribet pakai wondr ini jaringan sering hang meski sinyal hp penuh mau top up e wallet aja limit cuma jt sehari maks sekali top up k belom kepotong pulsa utk sms notif banking setiap transaksisaya lebih nyaman pakai bni mobile banking yang biasa aja,1,negative
sangat bagus mudah digunakan,5,positive
tiap malam gangguan mulu tiap buka ada nongol fitur sedang tidak tersedia,3,neutral
sangat bagus dan mudah digunakan,5,positive
memudahkan untuk bertran saksi dan melihat sisa pinjaman,3,neutral
ribet di cardless tarik tunai harus pakai otp dr sms dan kita wajib ada pulsa sedangkan bca tak perlu begituribetgagal tarik tunai,1,negative
mohon maaf nih masih banyak bgt error nya transfer ke bank lain keterangan nya errorgagal pdahal sebenernya udah berhasil abis itu loading nya sering lama mohon diperbaiki yah,3,neutral
gak recommended sekelas bni cardless tidak ada login ulang setelah ganti device susah bgd pas verifikasi wajah suruh ulang tiap hari sering bgd error juga menghambat aktifitas,1,negative
proses transakasi cepat,5,positive
mantab cuma sedikit masukan tambah fitur simpan transaksi favorit jadi tdk perlu input nomor terus,5,positive
histori transaksi terbaru tidak terupdate setelah dibandingan dengan apps bni mobile yang lama malahan apps yg lama sudah terupdate transaksinya tolong segera fix bug nya,3,neutral
simple gampang sukses slalu ya,5,positive
akhir ini wordr bni sering error suaa buka danbnyk sekali kendalafalam transaksi seperti top up dana sdh berhasil dana terpotong tapi saldo dana tdk ada tetap,3,neutral
ga punya kartu debit ga bisa daftar malah diarahkan ke halaman buat kartu kredit jeleks padahal ingin coba promonya,1,negative
aplikasinya bagus cuma ga ada notif pas uang masuk,5,positive
