content,stemmed,score,category
transaksi apa pun bisa lancar dengan wondr by bni,"['transaksi', 'lancar', 'wondr', 'by', 'bni']",5,positive
mantap keren sangat mudah dan transaksi aman,"['mantap', 'keren', 'mudah', 'transaksi', 'aman']",5,positive
saat verifikasi wajah terjadi error dimana saya telah mengedipkan mata tetapi masih belum terdeteksi meskipun sudah berulang kali juga,"['verifikasi', 'wajah', 'error', 'mana', 'kedip', 'mata', 'deteksi', 'ulang', 'kali']",3,neutral
sangat cepat ketika transaksi,"['cepat', 'transaksi']",5,positive
kenapa saya top up saldo e walet gopay saldo sudah terpaotong di app wonder dan keterangan berhasil tapi tidak masuk ke akun gopay nya,"['top', 'up', 'saldo', 'e', 'walet', 'gopay', 'saldo', 'terpaotong', 'app', 'wonder', 'terang', 'hasil', 'masuk', 'akun', 'gopay']",2,negative
tidak ada pilihan tarik tunai,"['pilih', 'tarik', 'tunai']",4,positive
baik membantu,['bantu'],5,positive
kenapa setiap baru bayaran masuk selalu ada potongan yang banyak dan sekarang malah kepotong lagi,"['bayar', 'masuk', 'potong', 'potong']",3,neutral
mantap dan mudah cepat,"['mantap', 'mudah', 'cepat']",5,positive
amazing cepat dan terpercaya sangat membantu dlm setiap kegiatan,"['amazing', 'cepat', 'percaya', 'bantu', 'dlm', 'giat']",5,positive
sangat mudah dan mempermudahkan saya dlm bertransaksi apalagi sya yang sangat jauh dari jangkauan keramaianjdi sya bisa transaksinya lewat wondr by bni meskipun saya tinggal di daerah plosok,"['mudah', 'mudah', 'dlm', 'transaksi', 'sya', 'jangkau', 'keramaianjdi', 'sya', 'transaksi', 'wondr', 'by', 'bni', 'tinggal', 'daerah', 'plosok']",5,positive
saya sudah mendaftar tetapi pas mau log in malah di suruh daftar ulang mohon bantuannya,"['daftar', 'log', 'in', 'suruh', 'daftar', 'ulang', 'mohon', 'bantu']",3,neutral
selalu ada kata halo kami lagi optimalin sistem nih coba lagi nanti ya kalau kalian belum siap jangan dulu buat app baru kan kami sebagai user susah mau pakai app lama disuruh pake app yg belum siap ini kalian kacau bikin susah org aja,"['halo', 'optimalin', 'sistem', 'nih', 'coba', 'app', 'user', 'susah', 'pakai', 'app', 'suruh', 'pake', 'app', 'kacau', 'bikin', 'susah', 'org']",1,negative
fitur nya kurang lengkap masih kalah jauh dari bni mobile banking,"['fitur', 'lengkap', 'kalah', 'bni', 'mobile', 'banking']",3,neutral
udah minggu ga bisa auto top up dana katanya lagi di perbaiki tapi kalo pake akun lain bisa auto top up jadi gimana tolong ya kak di perbaiki lagi,"['udah', 'minggu', 'auto', 'top', 'up', 'dana', 'baik', 'kalo', 'pake', 'akun', 'auto', 'top', 'up', 'gimana', 'tolong', 'kak', 'baik']",2,negative
terlalu sering error khususnya masuk kehalaman login aja gak bisa balik ke bni mobile tapi dibatasi bni bank besar ayolah aplikasinya diperbaiki,"['error', 'masuk', 'halaman', 'login', 'gak', 'bni', 'mobile', 'batas', 'bni', 'bank', 'ayo', 'aplikasi', 'baik']",3,neutral
kenapa ya saldo sering berkurang walau tidak ada transaksi,"['saldo', 'kurang', 'transaksi']",3,neutral
salah satu aplikasi yang bagus dari awal gunakan mbanking bni udah terbantu sekarang semakin terbantu dengan adanya wonder bni yang aplikasinya sangat lengkap dan juga mudah banget jadi cukup aplikasi sudah bisa lakukan banyak transaksi,"['salah', 'aplikasi', 'bagus', 'mbanking', 'bni', 'udah', 'bantu', 'bantu', 'wonder', 'bni', 'aplikasi', 'lengkap', 'mudah', 'banget', 'aplikasi', 'laku', 'transaksi']",5,positive
sdh ada bni mobile banking harus download apk ini buat bayar tagihan listrik bukannya mudah malah jadi ribet nambahin aplikasi,"['sdh', 'bni', 'mobile', 'banking', 'download', 'apk', 'bayar', 'tagih', 'listrik', 'mudah', 'ribet', 'nambahin', 'aplikasi']",1,negative
cukup bagus tapi saat login tidak seperti bni mobile banking bisa login baik pakai sidik jari dan password kalo wondr harus pakai settingan dulu pakai sidik jari atau di non aktifin,"['bagus', 'login', 'bni', 'mobile', 'banking', 'login', 'pakai', 'sidik', 'jari', 'password', 'kalo', 'wondr', 'pakai', 'settingan', 'pakai', 'sidik', 'jari', 'non', 'aktifin']",3,neutral
cukup baik semoga kedepan bisa lebih ditingkatkan fiturnya seperti ubah cicilan kartu kredit,"['moga', 'depan', 'tingkat', 'fiturnya', 'ubah', 'cicil', 'kartu', 'kredit']",4,positive
hallo saya nasabah bni sudah sejak lama saya ingin log in pada aplikasi wondr tapi menu yang tertera mengarahkan saya untuk membuat tabungan baru apakah ada solusi untuk hal ini saya tidak ingin membuka rekening baru,"['hallo', 'nasabah', 'bni', 'log', 'in', 'aplikasi', 'wondr', 'menu', 'tera', 'arah', 'tabung', 'solusi', 'buka', 'rekening']",3,neutral
kenapa ini gak bisa transfer eror mulu alasannya tim kami sedang dalam perbaikan,"['gak', 'transfer', 'eror', 'mulu', 'alas', 'tim', 'baik']",3,neutral
ko wondr by bni ga bisa di buka yaa cuma sekali doank transaksi itu jg kmarin ada yg sama tidak bisa di buka min aplikasinya knp ya apa harus di uninstall dlu aduh bingung jelasinnya gmn yaa jd aku pas klik aplikasi wondr stuck di gambar kaya yg di atas itu min gambar kaya yg di playstore nya itu stuck begitu aj lama,"['ko', 'wondr', 'by', 'bni', 'buka', 'yaa', 'doank', 'transaksi', 'kmarin', 'buka', 'min', 'aplikasi', 'knp', 'uninstall', 'dlu', 'aduh', 'bingung', 'jelasinnya', 'gmn', 'yaa', 'klik', 'aplikasi', 'wondr', 'stuck', 'gambar', 'kaya', 'min', 'gambar', 'kaya', 'playstore', 'stuck', 'aj']",3,neutral
wonder bni bilang nyuruh perbaiki jaringan nyuruh perbaiki data padahal yg perlu perbaiki kamu sendiri sebagai aplikasi bahkan erornya ndak ada pop up maaf dari tabiatnya kamu sbgi aplikasi udah ngeselin gayany aja nyolok,"['wonder', 'bni', 'bilang', 'nyuruh', 'baik', 'jaring', 'nyuruh', 'baik', 'data', 'baik', 'aplikasi', 'eror', 'ndak', 'pop', 'up', 'maaf', 'tabiat', 'sbgi', 'aplikasi', 'udah', 'ngeselin', 'gayany', 'nyolok']",1,negative
sangat kecewa tidak bisa bikin akun oadahal saya kelahiran kenapa di aplikasi tertulis minimum tahun untuk membuka rekening,"['kecewa', 'bikin', 'akun', 'oadahal', 'lahir', 'aplikasi', 'tulis', 'minimum', 'buka', 'rekening']",1,negative
tidak lengkap fiturnya tidak ada opsi mutasi rekening jd gak bs lihat brapa saldo terakhir seperti d bni mobile banking yg lama tolong ditambah fiturnya,"['lengkap', 'fiturnya', 'opsi', 'mutasi', 'rekening', 'gak', 'bs', 'lihat', 'brapa', 'saldo', 'bni', 'mobile', 'banking', 'tolong', 'tambah', 'fiturnya']",4,positive
tambahin fitur untuk mengisimenarik saldo tanpa menggunakan kartu debit di atm dong terus di perbaiki lg fitur top up ewallet dana tidak semua nomor dapat diakses di wondr dan kalau bisa tambahin juga fitur penerimaan saldo dari negara jauh seperti eropa dan sebagainya,"['tambahin', 'fitur', 'mengisimenarik', 'saldo', 'kartu', 'debit', 'atm', 'baik', 'fitur', 'top', 'up', 'ewallet', 'dana', 'nomor', 'akses', 'wondr', 'tambahin', 'fitur', 'terima', 'saldo', 'negara', 'eropa']",3,neutral
saran saja ketika ada perbaikan sistem di jam yang salah seharusnya kalau ada perbaikanpengoptimalan di jam malam jadi tidak mengganggu transaksi nasabah di siang hari,"['saran', 'baik', 'sistem', 'jam', 'salah', 'perbaikanpengoptimalan', 'jam', 'malam', 'ganggu', 'transaksi', 'nasabah', 'siang']",3,neutral
tolong ini setiap kali mau buka aplikasi loadingnya lama banget bikin kesel apalagi kalo lagi buru padahal jaringan juga bagus aplikasi bni yang sebelumnya nggak kaya gini padahal yang sebelumnya itu klo buka aplikasi ya langsung muncul opsi login dll tapi aplikasi yang baru ini lemot banget untuk fitur sebenarnya udah bagus tapi tolong dong di tingkatkan lagi gmn biar gk loading lama tiap masuk aplikasi thx,"['tolong', 'kali', 'buka', 'aplikasi', 'loadingnya', 'banget', 'bikin', 'kesel', 'kalo', 'buru', 'jaring', 'bagus', 'aplikasi', 'bni', 'nggak', 'kaya', 'gin', 'buka', 'aplikasi', 'langsung', 'muncul', 'opsi', 'login', 'dll', 'aplikasi', 'lot', 'banget', 'fitur', 'udah', 'bagus', 'tolong', 'tingkat', 'gmn', 'biar', 'loading', 'masuk', 'aplikasi', 'thx']",3,neutral
menu pembayarannya agak berkurang contoh menu pembayaran kepelabuhanan tidak di sertakan tolong di perbaiki lagi,"['menu', 'bayar', 'kurang', 'contoh', 'menu', 'bayar', 'kepelabuhanan', 'serta', 'tolong', 'baik']",2,negative
hallo bank bni saya sudah mendaftar wondr dan aplikasinya normal digunakan tapi akhirakhir ini aplikasinya tidak berfungsi karena tidak ada tombol login aplikasi dan hanya muncul untuk menu mendaftar ketika sudah dimasukkan email dan nomor hp yang didaftarkan tidak bisa karena data sudah digunakan namun tidak ada tombol login disana mohon diperbaiki,"['hallo', 'bank', 'bni', 'daftar', 'wondr', 'aplikasi', 'normal', 'akhirakhir', 'aplikasi', 'fungsi', 'tombol', 'login', 'aplikasi', 'muncul', 'menu', 'daftar', 'masuk', 'email', 'nomor', 'hp', 'daftar', 'data', 'tombol', 'login', 'sana', 'mohon', 'baik']",1,negative
belum enak pake ni apk dua kali kecewa pernah tf tp g kekirim dua hr kemudian baru kembali lagi saldo nyasekarang disuruh updateabis update tetep g bisa kebuka duh gimana dong,"['enak', 'pake', 'apk', 'kali', 'kecewa', 'tf', 'kirim', 'hr', 'saldo', 'nyasekarang', 'suruh', 'updateabis', 'update', 'tetep', 'buka', 'duh', 'gimana']",1,negative
pertahankan kualitas layanan nasabah,"['tahan', 'kualitas', 'layan', 'nasabah']",5,positive
sangat membantu,['bantu'],3,neutral
wondr kenapa kenapa saat saya mau bayar utbk tidak bisa di pakai udah di coba beberapa kali tetap saja tidak mohon untuk segera di perbaiki,"['wondr', 'bayar', 'utbk', 'pakai', 'udah', 'coba', 'kali', 'mohon', 'baik']",3,neutral
saat verifikasi wajah susahnya minta ampun suruh tengok segala tidak ky aplikasi lain cukup diam saja sudah bisa,"['verifikasi', 'wajah', 'susah', 'ampun', 'suruh', 'tengok', 'ky', 'aplikasi', 'diam']",2,negative
aplikasinya masih membingungkan td beli token listrik nomor tokennya gak langsung di tampilkan jadi kesal mohon perhatian kepada bni,"['aplikasi', 'bingung', 'td', 'beli', 'token', 'listrik', 'nomor', 'tokennya', 'gak', 'langsung', 'tampil', 'kesal', 'mohon', 'perhati', 'bni']",3,neutral
sekarang wonder by bni lg perbaikan kahkok gak bisa login si padahal jaringan ok,"['wonder', 'by', 'bni', 'baik', 'kahkok', 'gak', 'login', 'jaring']",3,neutral
aneh habis gangguan terus saya masuk padahal password yang saya ketik sudah benar sesuai apa yang saya catat di catatan hp terus kartu terblokir gimana ceritanya bisa,"['aneh', 'habis', 'ganggu', 'masuk', 'password', 'ketik', 'sesuai', 'catat', 'catat', 'hp', 'kartu', 'blokir', 'gimana', 'cerita']",1,negative
terimakasih bni aplikasi selalu memudahkan dan sesimple itu makin baik kedepannya ya,"['terimakasih', 'bni', 'aplikasi', 'mudah', 'sesimple', 'depan']",5,positive
aplikasi bagus sangat mudah dan gampang dalam bertransaksi,"['aplikasi', 'bagus', 'mudah', 'gampang', 'transaksi']",5,positive
saya melakukan transaksi jumlah besar pake rekening taplus bisnis tapi tetap terblokir apa aplikasi belum bisa membaca jenis rekening,"['transaksi', 'pake', 'rekening', 'taplus', 'bisnis', 'blokir', 'aplikasi', 'baca', 'jenis', 'rekening']",1,negative
sering bgt gak bisa masuk app nya di coba berkali ttp gak bisa kalo udah klik app nya masuk engga keluar jg gak bisa gimana ini saya butuh transaksi yg cepat,"['gak', 'masuk', 'app', 'coba', 'kali', 'gak', 'kalo', 'udah', 'klik', 'app', 'masuk', 'engga', 'gak', 'gimana', 'butuh', 'transaksi', 'cepat']",2,negative
kecewa masa udh masukkan data sesuai ektp malah gabisa harus update data ke cabang terdekat dikira data ektp bisa berubah kali ya,"['kecewa', 'udh', 'masuk', 'data', 'sesuai', 'ektp', 'gabisa', 'update', 'data', 'cabang', 'dekat', 'data', 'ektp', 'ubah', 'kali']",1,negative
bagus aplikasinya tp lebih enak pake bni mobile pake wonder ribet bikin pin pasword harus ada huruf gede kecil angka tanda lain ga simple,"['bagus', 'aplikasi', 'enak', 'pake', 'bni', 'mobile', 'pake', 'wonder', 'ribet', 'bikin', 'pin', 'pasword', 'huruf', 'gede', 'angka', 'tanda', 'simple']",3,neutral
im back oke thank you udah bulan pemakaian ini semua aman transaksi mudah dan cepat semoga selalu lancar wonder bni,"['im', 'back', 'oke', 'thank', 'you', 'udah', 'pakai', 'aman', 'transaksi', 'mudah', 'cepat', 'moga', 'lancar', 'wonder', 'bni']",5,positive
menu yg mobile bni ada tetapi di wondr bni malah tdk ada menu saldo pinjaman menu tarik tunai tanpa kartu maaf mungkin sy yg kurang teliti jika pihak bni bisa kasih tau sy akan berterimakasih seharusnya semakin baru semakin baik,"['menu', 'mobile', 'bni', 'wondr', 'bni', 'menu', 'saldo', 'pinjam', 'menu', 'tarik', 'tunai', 'kartu', 'maaf', 'teliti', 'bni', 'kasih', 'tau', 'berterimakasih']",1,negative
ukuran untuk menyimpan aplikasi terlalu besar,"['ukur', 'simpan', 'aplikasi']",2,negative
apk saya setelah verifikasi akun dan sudah selesai trs keluar apk dan masuk lagi harus ngisi data diri lagi apa emng seperti itu ya,"['apk', 'verifikasi', 'akun', 'selesai', 'trs', 'apk', 'masuk', 'ngisi', 'data', 'emng']",3,neutral
membingungkan transfer ke dana di batasi nominalnya,"['bingung', 'transfer', 'dana', 'batas', 'nominal']",3,neutral
deskripsi transaksi minim,"['deskripsi', 'transaksi', 'minim']",3,neutral
dan sekarang gak bisa login ke akun sebelumnya dan berakhir dipaksa bikin akun baru dan email terakhir disetel terjebak,"['gak', 'login', 'akun', 'paksa', 'bikin', 'akun', 'email', 'setel', 'jebak']",3,neutral
mudah dipakai tapi lebih enak di bni mobile karna histori transaksi bisa di simpan dalam bentuk pdf dan kemarin sempat bikin bingung di semua transaksi pada saat pembayaran qris uang keluar tapi pas cek riwayat transaksi pembayaran gagal sedangkan saya lupa sebelum transaksi sisa saldo saya berapa kalau di apk lama saldo masuk dan saldo keluar dalam ruangan,"['mudah', 'pakai', 'enak', 'bni', 'mobile', 'karna', 'histori', 'transaksi', 'simpan', 'bentuk', 'pdf', 'kemarin', 'bikin', 'bingung', 'transaksi', 'bayar', 'qris', 'uang', 'cek', 'riwayat', 'transaksi', 'bayar', 'gagal', 'lupa', 'transaksi', 'sisa', 'saldo', 'apk', 'saldo', 'masuk', 'saldo', 'ruang']",3,neutral
baik mudah di gunakan mantap,"['mudah', 'mantap']",5,positive
sangat membantu,['bantu'],5,positive
tolong di baca min saya melukakan transaksi gagal di situ tertulis transaksi melebihi batas di suruh nunggu jam ini sudah lebih hari tapi ttp aja ngak bisa tolong di perbaiki,"['tolong', 'baca', 'min', 'luka', 'transaksi', 'gagal', 'situ', 'tulis', 'transaksi', 'lebih', 'batas', 'suruh', 'nunggu', 'jam', 'ngak', 'tolong', 'baik']",5,positive
kadang apk ini sering lelet klau dibuka kenapa ya mohon di update terimakasih,"['kadang', 'apk', 'lelet', 'klau', 'buka', 'mohon', 'update', 'terimakasih']",1,negative
sangat membantu,['bantu'],5,positive
kode otp gk bisa muncul ketika penarikan tunai buruk sekali,"['kode', 'otp', 'muncul', 'tari', 'tunai', 'buruk']",1,negative
kurang bagussering error aplikasinyadan hasil pengeluaran dana dan pemasukan dana harus nunggu hari baru keliatan,"['bagussering', 'error', 'aplikasinyadan', 'hasil', 'keluar', 'dana', 'pasu', 'dana', 'nunggu', 'liat']",1,negative
tolong buat bni kalo sudah tidak mau untuk ikut asuransi jangan di telponin terus ngeganggu banget lagi kerja jangan nanya terus kenapa kenapa kenapa saya juga ada kesibukan lain bukan cuma dengerin omongan asuransi dari dora tolong ya pihak bni mengerti kalo gaji di atas juta gpp saya ikut itu cuma buat nabung doang di bni jadi tolong mengerti,"['tolong', 'bni', 'kalo', 'asuransi', 'telponin', 'ngeganggu', 'banget', 'kerja', 'nanya', 'sibuk', 'dengerin', 'omong', 'asuransi', 'dora', 'tolong', 'bni', 'erti', 'kalo', 'gaji', 'juta', 'gpp', 'nabung', 'doang', 'bni', 'tolong', 'erti']",1,negative
aplikasi baru yang nyaman dipakai dan praktis selama ini ga ada loading sih log in juga aman aman aja mantaps,"['aplikasi', 'nyaman', 'pakai', 'praktis', 'loading', 'sih', 'log', 'in', 'aman', 'aman', 'mantaps']",5,positive
aplikasi perbankan paling buruk menurut saya jauh dengan bni mobile banking upgrade seharusnya lebih bagus dr sebelumnya lakok kebalikannya semakin buruk ribet sering trouble dll,"['aplikasi', 'perban', 'buruk', 'bni', 'mobile', 'banking', 'upgrade', 'bagus', 'lakok', 'balik', 'buruk', 'ribet', 'trouble', 'dll']",1,negative
wonder by bni nih emang keren banget si semua urusan keuangan bisa jadi gampang fiturfiturnya jg lengkap mulai dari transfer bayar tagihan sampai cek saldo semuanya tinggal klikklik doang desainnya juga kekinian dan enak dipakai jadi pengalaman transaksinya berasa lebih santai tapi tetap aman pokoknya worth it banget buat dipakai seharihari aseli,"['wonder', 'by', 'bni', 'nih', 'emang', 'keren', 'banget', 'urus', 'uang', 'gampang', 'fiturfiturnya', 'lengkap', 'transfer', 'bayar', 'tagih', 'cek', 'saldo', 'tinggal', 'klikklik', 'doang', 'desain', 'kini', 'enak', 'pakai', 'alam', 'transaksi', 'asa', 'santai', 'aman', 'pokok', 'worth', 'it', 'banget', 'pakai', 'seharihari', 'aseli']",5,positive
sudah bagus pertahankan dan kembang kan teruss,"['bagus', 'tahan', 'kembang', 'teruss']",5,positive
tampilan aplikasi nya bagus dan mudah digunakan buat saya yg jarang pakai cash klo mau jajan atau belanja tinggal pakai qris buat transfer uang bulanan beli pulsakuota bayar tagihan belanja ecommerce jd lebih gampang tanpa harus keluar rumah,"['tampil', 'aplikasi', 'bagus', 'mudah', 'jarang', 'pakai', 'cash', 'jajan', 'belanja', 'tinggal', 'pakai', 'qris', 'transfer', 'uang', 'bulan', 'beli', 'pulsakuota', 'bayar', 'tagih', 'belanja', 'ecommerce', 'gampang', 'rumah']",5,positive
wah membantu banget ini buat top up ewallet bisa transfer ke luar negri juga,"['bantu', 'banget', 'top', 'up', 'ewallet', 'transfer', 'negri']",5,positive
tolong dong ini aplikasinya diperbaiki masa sering bgt dlm proses peningkatan system dll lah padahal kadang lagi butuh angkat karna urgent tapi harus nunggu lama karna ada perbaikan lah peningkatan lah dll gila masa nunggu juga harus lama tolong ya next nya lebih diperhatikan jangan keseringan dalam proses peningkatan system trimaksih,"['tolong', 'aplikasi', 'baik', 'dlm', 'proses', 'tingkat', 'system', 'dll', 'kadang', 'butuh', 'angkat', 'karna', 'urgent', 'nunggu', 'karna', 'baik', 'tingkat', 'dll', 'gila', 'nunggu', 'tolong', 'next', 'perhati', 'sering', 'proses', 'tingkat', 'system', 'trimaksih']",3,neutral
mempermudah pembayaran dan praktis,"['mudah', 'bayar', 'praktis']",5,positive
alhamdulillah sangat membantu dan smoga makin sukses bni aamiin ya rabbal alamin,"['alhamdulillah', 'bantu', 'smoga', 'sukses', 'bni', 'aamiin', 'rabbal', 'alamin']",5,positive
memudahkan untuk bertran saksi dan melihat sisa pinjaman,"['mudah', 'bertran', 'saksi', 'sisa', 'pinjam']",3,neutral
setelah update kog malah gak bisa akses masih bagus aplikasi mbangking yang lama gak pernah ada masalah apalagi saya dengar sampai akhir tahun aplikasi yang lama akan berakhir di ganti wonder padahal aplikasinya belum sempurna pasti akan banyak kendala dan masalah buat nasabah terhadap pemakaian aplikasi wonder kendala nya adalah saat masuk wonder tidak masuk pilihan alhamdulillah sudah di respon oleh bni aplikasi sudah bisa di pakai normal terima kasih,"['update', 'kog', 'gak', 'akses', 'bagus', 'aplikasi', 'mbangking', 'gak', 'dengar', 'aplikasi', 'ganti', 'wonder', 'aplikasi', 'sempurna', 'kendala', 'nasabah', 'pakai', 'aplikasi', 'wonder', 'kendala', 'masuk', 'wonder', 'masuk', 'pilih', 'alhamdulillah', 'respon', 'bni', 'aplikasi', 'pakai', 'normal', 'terima', 'kasih']",5,positive
baguscepat praktisdlam transaksi,"['baguscepat', 'praktisdlam', 'transaksi']",5,positive
fiturnya lebih lengkap dan suka sama warnanya ceria,"['fiturnya', 'lengkap', 'suka', 'warna', 'ceria']",5,positive
cepet banget prosesnya,"['cepet', 'banget', 'proses']",5,positive
aplikasinya simpel tapi tolong diperbarui dan ditambah fiturnya seperti fitur tarik tunai yang belum ada di wondr masak kalah sama brimo terimakasih,"['aplikasi', 'simpel', 'tolong', 'baru', 'tambah', 'fiturnya', 'fitur', 'tarik', 'tunai', 'wondr', 'masak', 'kalah', 'brimo', 'terimakasih']",1,negative
kenapa saat saya mau transfer gagal teruspadahal saldo saya cukup tolong jelasin,"['transfer', 'gagal', 'teruspadahal', 'saldo', 'tolong', 'jelasin']",3,neutral
suasah banget mau login aja tampilan diawal selalu syarat dan ketentuan terus muncul notif sesi telah berakhir saya edit lagi ulasannya karena saya udh uninstall terus download lagi kendala masih sama gak berguna aplikasinya sampe login aja ga bisa,"['suasah', 'banget', 'login', 'tampil', 'awal', 'syarat', 'tentu', 'muncul', 'notif', 'sesi', 'edit', 'ulas', 'udh', 'uninstall', 'download', 'kendala', 'gak', 'guna', 'aplikasi', 'sampe', 'login']",1,negative
bagus cepat mudah,"['bagus', 'cepat', 'mudah']",5,positive
seneng sekali dgn kemudahanya trimakasih sukses sll,"['neng', 'dgn', 'kemudahanya', 'trimakasih', 'sukses', 'sll']",5,positive
sudah hari tidak bisa masuk buat pendaftaran awal aplikasi mbanking yang sangat menguji kesabaran sampai ulasan ini dibuat masih belum bisa masuk,"['masuk', 'daftar', 'aplikasi', 'mbanking', 'uji', 'sabar', 'ulas', 'masuk']",1,negative
aslinya ini simple cuma sayang di menu info transaksi tdk terlihat sisa jumlh saldo akumulasi seperti di bni mobile banking di wondr cma ada rp sekian truss rp sklian klo bni mobile jelas sekali detail semoga wondr bsa update seperti itu ka,"['asli', 'simple', 'sayang', 'menu', 'info', 'transaksi', 'sisa', 'jumlh', 'saldo', 'akumulasi', 'bni', 'mobile', 'banking', 'wondr', 'cma', 'rp', 'sekian', 'truss', 'rp', 'sklian', 'bni', 'mobile', 'detail', 'moga', 'wondr', 'bsa', 'update']",3,neutral
transaksi cepat dan mudah,"['transaksi', 'cepat', 'mudah']",4,positive
baru download karena disarankan cs bank pada saat awal log in itu aman namun satu jam kemudian saat saya ingin pakai entah kenapa masuk ke syarat dan ketentuan lagi saya sudah centang setuju semua lalu muncul tulisan sesi telah berakhir harap log in kembali tapi untuk log in saja tidak bisa dikarenakan untuk menu syarat dan ketentuan otomatis muncul kembali saat membuka aplikasi sudah hapus data tetap tidak bisa sudah install ulang tetap tidak bisa terjadi hal yg sama sangat tidak bagus,"['download', 'saran', 'cs', 'bank', 'log', 'in', 'aman', 'jam', 'pakai', 'masuk', 'syarat', 'tentu', 'centang', 'tuju', 'muncul', 'tulis', 'sesi', 'harap', 'log', 'in', 'log', 'in', 'menu', 'syarat', 'tentu', 'otomatis', 'muncul', 'buka', 'aplikasi', 'hapus', 'data', 'install', 'ulang', 'bagus']",1,negative
sering bgt gangguan setiap mau buka apl sering bgt ga bisa kebuka,"['ganggu', 'buka', 'apl', 'buka']",3,neutral
cuma tampilannya saja lebih fresh fungsi fitur dan kecepatan layanan sama saja bahkan terkesan lebih ribet salam akhlak,"['tampil', 'fresh', 'fungsi', 'fitur', 'cepat', 'layan', 'kes', 'ribet', 'salam', 'akhlak']",3,neutral
kenapa sih aplikasi baru malah gak selengkap aplikasi bni mobile lama fitur pembayaran pendidikan hilang lalu muncul tapi cuma universitas negeri,"['sih', 'aplikasi', 'gak', 'lengkap', 'aplikasi', 'bni', 'mobile', 'fitur', 'bayar', 'didik', 'hilang', 'muncul', 'universitas', 'negeri']",2,negative
kok ga lengkap spt apk bni mobile banking untuk pembayaran cashless pertamina gas lpg kg belum ada tolong dilengkapi jadi tidak perlu menggunakan apk yg akan memberatkan ponsel,"['lengkap', 'apk', 'bni', 'mobile', 'banking', 'bayar', 'cashless', 'pertamina', 'gas', 'lpg', 'kg', 'tolong', 'lengkap', 'apk', 'berat', 'ponsel']",3,neutral
hanya bisa dibuka saat mengunakan wifi tetapi saat mengunakan data seluler tidak bisa lag ngebug tolong diperbaiki secepatnya,"['buka', 'mengunakan', 'wifi', 'mengunakan', 'data', 'seluler', 'lag', 'ngebug', 'tolong', 'baik', 'cepat']",1,negative
transfer ke semua metode gak bisa cuman bisa nyanerima transfer an ajapadahal uang masih adabalikin duit nyajangan download apk ini gak beres yesel yang download apk nianjink emangngetot babimoyetapk haramapk paling buruk dalam sejarah,"['transfer', 'metode', 'gak', 'cuman', 'nyanerima', 'transfer', 'an', 'ajapadahal', 'uang', 'adabalikin', 'duit', 'nyajangan', 'download', 'apk', 'gak', 'beres', 'yesel', 'download', 'apk', 'nianjink', 'emangngetot', 'babimoyetapk', 'haramapk', 'buruk', 'sejarah']",1,negative
oke tapi masih ada yang kurang,['oke'],4,positive
baik dan cepat,['cepat'],5,positive
sangat mudah dan cepat,"['mudah', 'cepat']",4,positive
mantab sangat mudah,"['mantab', 'mudah']",5,positive
aplikasi sangat buruk buruk buruk sekali masak verifikasi wajah coba berkali tidak bisa,"['aplikasi', 'buruk', 'buruk', 'buruk', 'masak', 'verifikasi', 'wajah', 'coba', 'kali']",1,negative
aplikasi ini bagus bahkan keluar notif dan transaksi cepet banget cuman ada sedikit keluhan bapakibuk dev untuk aplikasinya terlalu sering crash dan tidak bisa dibuka bahkan sering stuck di logo awal mohon dan bila berkenan untuk diperbaiki lagi bapak ibuk terimakasih,"['aplikasi', 'bagus', 'notif', 'transaksi', 'cepet', 'banget', 'cuman', 'keluh', 'bapakibuk', 'dev', 'aplikasi', 'crash', 'buka', 'stuck', 'logo', 'mohon', 'kenan', 'baik', 'ibuk', 'terimakasih']",3,neutral
entah knpa saya lebih suka apk yg sebelumnya karna lebih mudah digunakan di apk wondr ada bbrpa menu yg berbelitbelit saat digunakan,"['knpa', 'suka', 'apk', 'karna', 'mudah', 'apk', 'wondr', 'bbrpa', 'menu', 'berbelitbelit']",3,neutral
ini aplikasinya kenapa ngga bisa buat top up ya udah berkali kali nyoba tetep ngga bisa tulisannya aplikasi sedang diperbaiki mulu pdhl dah berhari hari,"['aplikasi', 'ngga', 'top', 'up', 'udah', 'kali', 'kali', 'nyoba', 'tetep', 'ngga', 'tulis', 'aplikasi', 'baik', 'mulu', 'pdhl', 'dah', 'hari']",3,neutral
proses verifikasi menjengkelkan sudah di tahap ttd malah apk keluar sendiri sudah diulang tetep sama aja,"['proses', 'verifikasi', 'jengkel', 'tahap', 'ttd', 'apk', 'ulang', 'tetep']",1,negative
untuk login nya susah verifikasi wajah sangat sangat kacau pas suruh kedipkan mata saya sudah kedipkan mata ratusan kali tetep aja stuck disitu dan coba lagi keesokan harinya dan begitu lagi hahaha bikin aplikasi yg bener dong masa sekelas bank bni bikin aplikasi aja belum sempurna,"['login', 'susah', 'verifikasi', 'wajah', 'kacau', 'suruh', 'kedip', 'mata', 'kedip', 'mata', 'ratus', 'kali', 'tetep', 'stuck', 'situ', 'coba', 'esok', 'hari', 'hahaha', 'bikin', 'aplikasi', 'bener', 'kelas', 'bank', 'bni', 'bikin', 'aplikasi', 'sempurna']",1,negative
good joo mantap buat transaksi,"['good', 'joo', 'mantap', 'transaksi']",5,positive
